categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
"Busca: ""crypto""",49,Robox – Toque e Ganhe!,com.roboxnet,RoboxOne OU,contactus@robox.digital,https://robox.digital,Finanças,4.71,17973,215,1.000.000+,1000000,1022835,1,0,BRL,1,1,"R$ 6,99 – R$ 5.200,00 por item",Classificação Livre,23 de mar. de 2024,1784577479,2.1201.0,,Criptografar é fácil,https://play.google.com/store/apps/details?id=com.roboxnet&hl=pt&gl=br,84,76,94,pequeno/indie,114894,572.93,2046.17,6650.04,1268.62,11049.3,6850.56,alta,25,4.4,88.0,8.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",55,Crypto Widget,com.crypto.widget,Widget Maker,crypto.widget.developer@gmail.com,https://cryptowidgetapp.github.io/,Finanças,4.48,205,4,10.000+,10000,33492,1,0,BRL,0,1,"R$ 8,49 – R$ 71,88 por item",Classificação Livre,30 de abr. de 2024,1771790684,1.14.1,,Widgets em tempo real para acompanhar suas criptos!,https://play.google.com/store/apps/details?id=com.crypto.widget&hl=pt&gl=br,100,37,88,pequeno/indie,2352,76.11,271.82,883.42,168.53,1467.84,910.06,média,3,5.0,100.0,0.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",24,Crypto Miner 2: Bitcoin Games,com.horagames.cryptoidleminer2,Hora Games,googleplay@horagames.com,https://cryptoidleminer.com,Simulador,3.9777777,597,23,10.000+,10000,39284,1,0,BRL,1,1,"R$ 10,99 – R$ 509,99 por item",Classificação 18 anos,3 de mar. de 2026,1783081348,2.6.1,,Ganhe cripto real neste jogo de Bitcoin! Construa seu império de mineração.,https://play.google.com/store/apps/details?id=com.horagames.cryptoidleminer2&hl=pt&gl=br,100,64,77,pequeno/indie,2842,504.78,1802.79,5859.06,1117.73,9735.06,6035.73,média,25,3.2,52.0,40.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",25,BityBank: Bitcoin e Crypto,io.biscoint.lite,bity.com.br,sac@bity.com.br,https://www.bity.com.br/policies/,Finanças,4.7396045,14852,1798,100.000+,100000,397223,1,0,BRL,0,0,,Classificação Livre,6 de out. de 2021,1782907428,2.9.17,,Conta com cashback em Bitcoin e cartão de criptomoedas para seu dia a dia,https://play.google.com/store/apps/details?id=io.biscoint.lite&hl=pt&gl=br,100,62,76,pequeno/indie,42466,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.92,72.0,20.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",58,Comprar Bitcoin e Criptomoedas,com.changelly.app,Changelly – Instant Crypto Exchange,mobile_dev@changelly.com,https://changelly.com/,Finanças,4.6831684,21718,247,1.000.000+,1000000,1350095,1,0,BRL,0,0,,Classificação Livre,28 de ago. de 2018,1784234980,3.63.0,,"Exchange, buy crypto with credit card: BTC・ETH Ethereum・USDT・XMR Monero Brasil",https://play.google.com/store/apps/details?id=com.changelly.app&hl=pt&gl=br,84,64,73,pequeno/indie,153803,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.64,84.0,4.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",56,Cointelegraph: Notícias Cripto,cointelegraph.com,Cointelegraph.com,mobile@cointelegraph.com,https://cointelegraph.com/,Finanças,4.64,3642,72,500.000+,500000,596048,1,0,BRL,0,0,,Classificação Livre,6 de jul. de 2018,1783019114,7.0.0,,"Notícias de cripto e Bitcoin em tempo real, preços ao vivo e análises.",https://play.google.com/store/apps/details?id=cointelegraph.com&hl=pt&gl=br,92,59,73,pequeno/indie,65108,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.92,76.0,24.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",59,The Crypto App - Coin Tracker,com.crypter.cryptocyrrency,The Crypto App - TrustSwap,support@thecrypto.app,https://thecrypto.app,Finanças,4.4010415,82854,1449,1.000.000+,1000000,2763998,1,0,BRL,1,1,"R$ 7,99 – R$ 819,99 por item",Classificação Livre,9 de set. de 2017,1783063666,3.8.3,,"Monitore preços, notícias, portfólios, widgets e alertas de cripto em tempo real",https://play.google.com/store/apps/details?id=com.crypter.cryptocyrrency&hl=pt&gl=br,69,57,67,normal,296572,109131.82,389756.5,1266708.62,241649.03,2104685.09,1304904.76,alta,25,3.4,60.0,36.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",23,"Zoomex-BTC, ETH Crypto Trading",co.zoomex.app,Zoomex,developer@zoomex.com,,Finanças,4.3168316,3329,237,500.000+,500000,991248,1,0,BRL,0,0,,Classificação Livre,14 de dez. de 2021,1783676706,3.11.18,,"Troca de Criptomoedas & Compra de BTC, ETH",https://play.google.com/store/apps/details?id=co.zoomex.app&hl=pt&gl=br,88,54,63,pequeno/indie,101061,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.92,100.0,0.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",61,Coin Stats - Crypto Portfolio,com.coinstats.crypto.portfolio,"Coin Stats, Inc . - Crypto Portfolio Tracker App",support@coinstats.app,https://coinstats.app,Finanças,4.732323,104994,303,1.000.000+,1000000,2548599,1,0,BRL,0,1,"R$ 109,99 – R$ 4.149,99 por item",Classificação Livre,27 de abr. de 2018,1783679271,5.30.2,,O maior rastreador de índice de Criptomoeda e valor do Bitcoin.,https://play.google.com/store/apps/details?id=com.coinstats.crypto.portfolio&hl=pt&gl=br,39,64,61,normal,299621,18849.64,67320.14,218790.47,41738.49,363528.78,225387.84,alta,25,3.92,64.0,20.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",20,Crypto Bubbles,net.cryptobubbles,Mia Technologies Ltd,contact@cryptobubbles.net,https://cryptobubbles.net,Finanças,4.8286715,78960,987,1.000.000+,1000000,1927360,1,0,BRL,0,0,,Classificação Livre,6 de mai. de 2019,1752349647,1.17,,Ferramenta de visualização interativa para o mercado de criptomoedas,https://play.google.com/store/apps/details?id=net.cryptobubbles&hl=pt&gl=br,69,34,61,normal,186249,0.0,0.0,0.0,0.0,0.0,0.0,média,25,2.96,44.0,48.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",17,"Simple:  Сrypto BTC, USDC",app.simple.com,Simple Europe,hello@simple.app,https://simple.app/,Finanças,4.84,110209,166,1.000.000+,1000000,1820733,1,0,BRL,0,0,,Classificação Livre,10 de fev. de 2022,1784009695,3.28.6,,"Carteira simples. Armazene criptomoedas com segurança: Bitcoin (BTC), USDC, ETH, BNB.",https://play.google.com/store/apps/details?id=app.simple.com&hl=pt&gl=br,39,64,61,normal,210540,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.64,92.0,8.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",34,CT Pool: App mineração cripto,net.ctpool,CT Technologies,vipsupport@cryptobrowser.site,https://ctpool.net,Ferramentas,4.540636,107786,1265,1.000.000+,1000000,3208722,1,0,BRL,1,1,"R$ 5,49 – R$ 25.999,99 por item",Classificação Livre,29 de dez. de 2023,1784221703,1.0.49,,Minere cripto em qualquer dispositivo. 1 toque — teste incluído.,https://play.google.com/store/apps/details?id=net.ctpool&hl=pt&gl=br,39,58,60,normal,381464,7280.15,26000.54,84501.74,16120.33,140402.9,87049.8,alta,25,4.16,80.0,20.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",30,Bitcoin Club: Crypto Empire,com.bitcoin.club,Moondrip FZ-LLC,support@moondripgames.com,https://moondripgames.com,Simulador,3.8421052,509,12,10.000+,10000,19060,1,0,BRL,1,1,"R$ 5,50 – R$ 539,90 por item",Classificação 18 anos,12 de fev. de 2026,1779964128,1.0.2,,"Manage auction tables, trade crypto assets, and earn real Bitcoin rewards!",https://play.google.com/store/apps/details?id=com.bitcoin.club&hl=pt&gl=br,100,37,60,pequeno/indie,1098,185.59,662.81,2154.13,410.94,3579.17,2219.08,média,13,3.38,61.5,38.5,"SerpAPI, ScrapingBee"
"Busca: ""crypto""",51,"CoinGecko:Criptomoedas,Bitcoin",com.coingecko.coingeckoapp,CoinGecko,support@coingecko.com,https://www.coingecko.com,Finanças,4.8153844,230703,2871,5.000.000+,5000000,8942580,1,0,BRL,1,1,"R$ 52,99 – R$ 539,99 por item",Classificação Livre,26 de jun. de 2018,1784529168,3.52.0,,"Cripto mercado: preço de Bitcoin, grafico criptomoeda. BTC, Solana, ETH live",https://play.google.com/store/apps/details?id=com.coingecko.coingeckoapp&hl=pt&gl=br,19,65,57,crescendo,1115670,294459.21,1051640.04,3417830.13,652016.83,5678856.22,3520890.86,alta,25,4.28,76.0,12.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",46,WEEX - Compre Bitcoin y Cripto,com.wake.weexprd,WEEX PRO,playstore@weexglobal.com,https://www.weex.com,Finanças,4.2244897,14232,46,1.000.000+,1000000,1569364,1,0,BRL,0,0,,Classificação Livre,23 de fev. de 2022,1784462766,4.5.33,,Negocie BTC/ETH/XRP com taxa 0 | Exchange segura | Aumente seu patrimônio,https://play.google.com/store/apps/details?id=com.wake.weexprd&hl=pt&gl=br,69,47,57,normal,163761,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.52,64.0,36.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",39,Crypto.com Exchange,com.crypto.exchange,Crypto.com Exchange,contact@crypto.com,https://www.crypto.com/exchange,Finanças,4.25,14045,97,1.000.000+,1000000,1907211,1,0,BRL,0,0,,Classificação Livre,26 de mai. de 2021,1784802791,3.10.0,,"Aplicativo avançado para negociação de criptomoedas: Bitcoin, Ethereum, Litecoin e outros criptoativos.",https://play.google.com/store/apps/details?id=com.crypto.exchange&hl=pt&gl=br,69,48,57,normal,200952,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.56,64.0,36.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",29,SafePal: Crypto Wallet BTC NFT,io.safepal.wallet,SafePal Wallet,support@safepal.com,https://www.safepal.com,Finanças,4.824324,142357,752,5.000.000+,5000000,7123841,1,0,BRL,0,1,"R$ 2,69 – R$ 27,99 por item",Classificação Livre,26 de mai. de 2019,1783779316,4.11.6,,Gerencie mais de 10.000 tokens na carteira de criptomoeda mais segura e fácil de usar!,https://play.google.com/store/apps/details?id=io.safepal.wallet&hl=pt&gl=br,19,64,56,normal,879479,11946.47,42665.98,138664.43,26452.91,230396.28,142845.69,alta,25,4.84,96.0,4.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",9,Kraken: Cripto e Bitcoin BTC,com.kraken.invest.app,"Payward, Inc.",mobile-retail@kraken.com,https://www.kraken.com,Finanças,4.23,53397,488,5.000.000+,5000000,8669347,1,0,BRL,0,1,"R$ 28,99 – R$ 284,99 por item",Classificação Livre,30 de dez. de 2020,1784942837,3.74.0,,"Exchange criptomoedas: Ethereum, Uniswap, Litecoin, Cardano, DOGE. Compra cripto",https://play.google.com/store/apps/details?id=com.kraken.invest.app&hl=pt&gl=br,49,49,52,normal,981854,136492.11,487471.81,1584283.37,302232.52,2632347.75,1632055.61,alta,25,3.32,60.0,40.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",48,DEX Screener,com.dexscreener,DEX Screener,feedback@dexscreener.com,http://dexscreener.com,Finanças,4.821782,11643,53,1.000.000+,1000000,3009271,1,0,BRL,0,0,,Classificação Livre,22 de dez. de 2022,1784844153,2.9.33,,O DEX Screener é a melhor plataforma de triagem de criptografia em tempo real.,https://play.google.com/store/apps/details?id=com.dexscreener&hl=pt&gl=br,69,63,51,normal,356645,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.56,88.0,8.0,"SerpAPI, ScrapingBee"
"Busca: ""crypto""",36,Ripio App | Crypto Wallet,com.ripio.android,Ripio Holding,soporte@ripio.com,https://ripio.com,Finanças,4.736127,52413,3226,1.000.000+,1000000,4225844,1,0,BRL,0,0,,Classificação Livre,17 de jun. de 2015,1784808508,7.0.4,,"Compre, venda e negocie BTC ETH | Rendimento DeFi e Cartão Cripto | Trade",https://play.google.com/store/apps/details?id=com.ripio.android&hl=pt&gl=br,69,65,51,crescendo,509053,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.56,56.0,28.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",13,Kraken Pro: Investir em Cripto,com.kraken.trade,"Payward, Inc.",mobile-pro@kraken.com,https://www.kraken.com,Finanças,4.742574,50424,173,1.000.000+,1000000,3205216,1,0,BRL,0,0,,Classificação Livre,24 de out. de 2019,1784893769,5.65.0,,Ganhe recompensas de stake em suas criptos com poucos cliques,https://play.google.com/store/apps/details?id=com.kraken.trade&hl=pt&gl=br,69,65,51,crescendo,381027,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.12,72.0,16.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",47,Batonex,com.wisebitcoin.broker.android,Batonex,support@batonex.com,https://www.batonex.com,Finanças,,,,10.000+,10000,43391,1,0,BRL,0,0,,Classificação Livre,4 de jan. de 2021,1784690894,5.8.4,,Batonex oferece uma maneira fácil e segura de negociação.,https://play.google.com/store/apps/details?id=com.wisebitcoin.broker.android&hl=pt&gl=br,100,31,50,pequeno/indie,3716,0.0,0.0,0.0,0.0,0.0,0.0,baixa,1,5.0,100.0,0.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",43,"XREX:Buy Crypto,Bitcoin & USDT",com.xrex.mobile,"XREX, Inc.",support@xrex.io,https://xrex.io/,Finanças,,,,10.000+,10000,45187,1,0,BRL,0,0,,Classificação Livre,20 de fev. de 2020,1783060001,2.1.1034,,Troca de criptomoedas confiável e segura,https://play.google.com/store/apps/details?id=com.xrex.mobile&hl=pt&gl=br,100,29,50,pequeno/indie,3879,0.0,0.0,0.0,0.0,0.0,0.0,baixa,2,3.0,50.0,50.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",14,App cripto Ledger Wallet™,com.ledger.live,Ledger,support@ledger.com,https://www.ledger.com,Finanças,4.53,35641,217,1.000.000+,1000000,2360248,1,0,BRL,0,0,,Classificação Livre,27 de jan. de 2019,1784808375,4.12.0,,"App de carteira cripto completo: compre, aumente e gerencie ativos, NFTs e DeFi.",https://play.google.com/store/apps/details?id=com.ledger.live&hl=pt&gl=br,69,59,50,normal,276439,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.36,84.0,16.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",32,RedotPay: Cartão Cripto & Pay,com.redotpay,Red Dot Technology Limited,support@redotpay.com,https://www.redotpay.com,Finanças,4.74,68953,125,5.000.000+,5000000,5100000,1,0,BRL,0,0,,Classificação Livre,19 de jun. de 2023,1784786042,3.11.0,,"Gaste cripto no mundo com segurança. Carteira para render, trocar e enviar.",https://play.google.com/store/apps/details?id=com.redotpay&hl=pt&gl=br,49,65,46,crescendo,619853,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.4,76.0,0.0,"SerpAPI, ScrapingBee"
"Busca: ""crypto""",10,Crypto.com: Onchain Wallet,com.defi.wallet,Crypto.com Onchain Wallet,contact@crypto.com,https://www.crypto.com,Finanças,4.537879,49059,389,5.000.000+,5000000,5176086,1,0,BRL,0,0,,Classificação Livre,11 de mai. de 2020,1784114897,2.50.4,,Negocie e aposte com segurança milhares de criptomoedas e explore o DeFi com uma carteira de autocustódia.,https://play.google.com/store/apps/details?id=com.defi.wallet&hl=pt&gl=br,49,58,44,normal,629540,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.36,56.0,40.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",45,Scopuly: Carteira Stellar XLM,com.sdex.app,Scopuly,info@scopuly.com,https://scopuly.com/,Finanças,,,,10.000+,10000,14501,1,0,BRL,0,0,,Classificação Livre,11 de dez. de 2018,1784669496,2.5.9,,"Carteira crypto Stellar. Trade, swap, DeFi, DEX, pools de liquidez e Web3, XLM",https://play.google.com/store/apps/details?id=com.sdex.app&hl=pt&gl=br,100,31,40,pequeno/indie,1159,0.0,0.0,0.0,0.0,0.0,0.0,baixa,1,5.0,100.0,0.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",53,Bitcoin Wallet Crypto Ethereum,io.atomicwallet,Atomic Wallet,support@atomicwallet.io,https://atomicwallet.io,Finanças,4.0425534,71901,684,1.000.000+,1000000,2573639,1,0,BRL,0,0,,Classificação Livre,30 de jan. de 2019,1784561967,1.45.0,,Carteira criptográfica atômica para Bitcoin Ethereum Binance Solana Tron XRP NFT MONERO,https://play.google.com/store/apps/details?id=io.atomicwallet&hl=pt&gl=br,69,49,39,normal,275190,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.04,48.0,44.0,"SerpAPI, Firecrawl"
